diseaseFromSourceMappedId	diseaseId	targetId	targetFromSourceId	clinicalPhase	clinicalStatus	drugId	targetId_genename
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00586	PTGS1
EFO_0003898	EFO_0003898	ENSG00000095303	P23219	4		DB00328	PTGS1
EFO_0003898	EFO_0003898	ENSG00000095303	P23219	4		DB00328	PTGS1
EFO_0003898	EFO_0003898	ENSG00000095303	P23219	4		DB00328	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0003898	EFO_0003898	ENSG00000095303	P23219	2	Completed	DB01250	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4	Completed	DB00586	PTGS1
EFO_0003898	EFO_0003898	ENSG00000095303	P23219	4		DB00328	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0003898	EFO_0003898	ENSG00000095303	P23219	4		DB00328	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		CHEMBL1200804	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0003898	EFO_0003898	ENSG00000095303	P23219	4		DB00328	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0003898	EFO_0003898	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00573	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4	Completed	DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00586	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4	Completed	DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00605	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		CHEMBL1200804	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		CHEMBL1200804	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0003898	EFO_0003898	ENSG00000095303	P23219	4		DB00328	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0003898	EFO_0003898	ENSG00000095303	P23219	4		DB00328	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00586	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4	Completed	DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00605	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	3	Terminated	DB00795	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	3	Completed	DB00795	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0003898	EFO_0003898	ENSG00000095303	P23219	4		DB00328	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0003898	EFO_0003898	ENSG00000095303	P23219	4		DB00328	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		CHEMBL2103736	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		CHEMBL2103736	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	2	Completed	DB00316	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00586	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0003898	EFO_0003898	ENSG00000095303	P23219	4		DB00328	PTGS1
EFO_0003898	EFO_0003898	ENSG00000095303	P23219	4		DB00328	PTGS1
EFO_0003898	EFO_0003898	ENSG00000095303	P23219	4		DB00328	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0003898	EFO_0003898	ENSG00000095303	P23219	3	Completed	DB00788	PTGS1
EFO_0003898	EFO_0003898	ENSG00000095303	P23219	4		DB00328	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0003898	EFO_0003898	ENSG00000095303	P23219	4		DB00328	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		CHEMBL1034	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0003898	EFO_0003898	ENSG00000095303	P23219	4		DB00328	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0003898	EFO_0003898	ENSG00000095303	P23219	4	Completed	DB00328	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00554	PTGS1
EFO_0003898	EFO_0003898	ENSG00000095303	P23219	3	Completed	DB00586	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4	Completed	DB00795	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	3	Completed	DB00795	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		CHEMBL1200804	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0003898	EFO_0003898	ENSG00000095303	P23219	4		DB00328	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0003898	EFO_0003898	ENSG00000095303	P23219	4	Terminated	DB00586	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00328	PTGS1
EFO_0003898	EFO_0003898	ENSG00000095303	P23219	4		DB00328	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0003898	EFO_0003898	ENSG00000095303	P23219	4		DB00328	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		CHEMBL1200804	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0003898	EFO_0003898	ENSG00000095303	P23219	4		DB00328	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	2	Completed	DB09212	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0003898	EFO_0003898	ENSG00000095303	P23219	4		DB00328	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0003898	EFO_0003898	ENSG00000095303	P23219	4		DB00328	PTGS1
EFO_0003898	EFO_0003898	ENSG00000095303	P23219	4		DB00328	PTGS1
EFO_0003898	EFO_0003898	ENSG00000095303	P23219	4		DB00328	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		CHEMBL1200804	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0003898	EFO_0003898	ENSG00000095303	P23219	3	Completed	DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0003778	EFO_0003778	ENSG00000095303	P23219	4	Recruiting	DB00795	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		CHEMBL1200806	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4	Completed	DB00795	PTGS1
EFO_0003898	EFO_0003898	ENSG00000095303	P23219	4	Completed	DB00586	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0003898	EFO_0003898	ENSG00000095303	P23219	4		DB00328	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		CHEMBL1200804	PTGS1
EFO_0003898	EFO_0003898	ENSG00000095303	P23219	4		DB00328	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4	Withdrawn	DB00586	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0003898	EFO_0003898	ENSG00000095303	P23219	4		DB00328	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4	Completed	DB00795	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	3	Terminated	DB00795	PTGS1
EFO_0003898	EFO_0003898	ENSG00000095303	P23219	4		DB00328	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00586	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		CHEMBL1200804	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00554	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		CHEMBL1200806	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00328	PTGS1
EFO_0003898	EFO_0003898	ENSG00000095303	P23219	4	Completed	DB00586	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0003898	EFO_0003898	ENSG00000095303	P23219	4		DB00328	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0003898	EFO_0003898	ENSG00000095303	P23219	4		DB00328	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00586	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4	Completed	DB00316	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4	Completed	DB00795	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00991	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00586	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		CHEMBL1200806	PTGS1
EFO_0003898	EFO_0003898	ENSG00000095303	P23219	4		DB00328	PTGS1
EFO_0003898	EFO_0003898	ENSG00000095303	P23219	4		DB00328	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	3	Completed	DB00795	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00991	PTGS1
EFO_0003898	EFO_0003898	ENSG00000095303	P23219	4		DB00328	PTGS1
EFO_0003898	EFO_0003898	ENSG00000095303	P23219	4		DB00328	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00554	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0003898	EFO_0003898	ENSG00000095303	P23219	4		DB00328	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00586	PTGS1
EFO_0003898	EFO_0003898	ENSG00000095303	P23219	4		DB00328	PTGS1
EFO_0003898	EFO_0003898	ENSG00000095303	P23219	4		DB00328	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00328	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0003898	EFO_0003898	ENSG00000095303	P23219	4		DB00328	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0003898	EFO_0003898	ENSG00000095303	P23219	4		DB00328	PTGS1
EFO_0003898	EFO_0003898	ENSG00000095303	P23219	4		DB00328	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0003898	EFO_0003898	ENSG00000095303	P23219	4	Not yet recruiting	DB00795	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0003898	EFO_0003898	ENSG00000095303	P23219	4		DB00328	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0003898	EFO_0003898	ENSG00000095303	P23219	4		DB00328	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0003898	EFO_0003898	ENSG00000095303	P23219	4		DB00328	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00554	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0003898	EFO_0003898	ENSG00000095303	P23219	4		DB00328	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		CHEMBL1200806	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0003898	EFO_0003898	ENSG00000095303	P23219	3	Completed	DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	3	Completed	CHEMBL1034	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		CHEMBL1200804	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00586	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00586	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4	Not yet recruiting	DB00795	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4	Completed	DB00316	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00586	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00586	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00554	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00991	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0003898	EFO_0003898	ENSG00000095303	P23219	4		DB00328	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00586	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4	Completed	DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0003778	EFO_0003778	ENSG00000095303	P23219	3	Recruiting	DB00795	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00795	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	2	Completed	DB00788	PTGS1
EFO_0003898	EFO_0003898	ENSG00000095303	P23219	4	Unknown status	DB00795	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0003898	EFO_0003898	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB01050	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
EFO_0000685	EFO_0000685	ENSG00000095303	P23219	4		DB00788	PTGS1
