diseaseFromSourceMappedId	diseaseId	targetId	targetFromSourceId	clinicalPhase	clinicalStatus	drugId	targetId_genename
EFO_0000685	EFO_0000685	ENSG00000012779	P09917	4		DB00939	ALOX5
EFO_0000685	EFO_0000685	ENSG00000012779	P09917	4	Active, not recruiting	DB00795	ALOX5
EFO_0003778	EFO_0003778	ENSG00000012779	P09917	4	Recruiting	DB00795	ALOX5
EFO_0000685	EFO_0000685	ENSG00000012779	P09917	4	Terminated	DB00795	ALOX5
EFO_0000685	EFO_0000685	ENSG00000012779	P09917	4	Completed	DB00795	ALOX5
EFO_0000685	EFO_0000685	ENSG00000012779	P09917	4	Active, not recruiting	DB00795	ALOX5
EFO_0000685	EFO_0000685	ENSG00000012779	P09917	3	Recruiting	DB00795	ALOX5
EFO_0000685	EFO_0000685	ENSG00000012779	P09917	3	Completed	DB00795	ALOX5
EFO_0000685	EFO_0000685	ENSG00000012779	P09917	4	Completed	DB00795	ALOX5
EFO_0000685	EFO_0000685	ENSG00000012779	P09917	4	Completed	DB00795	ALOX5
EFO_0003898	EFO_0003898	ENSG00000012779	P09917	2	Completed	DB01250	ALOX5
EFO_0000685	EFO_0000685	ENSG00000012779	P09917	4		DB00795	ALOX5
EFO_0000685	EFO_0000685	ENSG00000012779	P09917	3	Completed	DB00795	ALOX5
EFO_0000685	EFO_0000685	ENSG00000012779	P09917	4	Completed	DB00795	ALOX5
EFO_0000685	EFO_0000685	ENSG00000012779	P09917	4	Completed	DB00795	ALOX5
EFO_0003898	EFO_0003898	ENSG00000012779	P09917	4	Not yet recruiting	DB00795	ALOX5
EFO_0000685	EFO_0000685	ENSG00000012779	P09917	3	Completed	DB00795	ALOX5
EFO_0000685	EFO_0000685	ENSG00000012779	P09917	4	Completed	DB00795	ALOX5
EFO_0003778	EFO_0003778	ENSG00000014138	Q14181	2	Completed	CHEMBL1096882	POLA2
EFO_0003898	EFO_0003898	ENSG00000050628	P43115	3	Completed	DB00929	PTGER3
EFO_0000685	EFO_0000685	ENSG00000056972	O43734	3	Completed	DB12233	TRAF3IP2
EFO_0000685	EFO_0000685	ENSG00000056972	O43734	4	Unknown status	DB12233	TRAF3IP2
EFO_0000685	EFO_0000685	ENSG00000056972	O43734	4	Recruiting	DB12233	TRAF3IP2
EFO_0000685	EFO_0000685	ENSG00000056972	O43734	4	Unknown status	DB12233	TRAF3IP2
EFO_0000685	EFO_0000685	ENSG00000056972	O43734	4	Completed	DB12233	TRAF3IP2
EFO_0000685	EFO_0000685	ENSG00000056972	O43734	4	Active, not recruiting	DB12233	TRAF3IP2
EFO_0000685	EFO_0000685	ENSG00000056972	O43734	4	Unknown status	DB12233	TRAF3IP2
EFO_0000685	EFO_0000685	ENSG00000061918	Q02153	3	Completed	DB00727	GUCY1B1
EFO_0003778	EFO_0003778	ENSG00000062822	P28340	2	Completed	CHEMBL1096882	POLD1
EFO_0003778	EFO_0003778	ENSG00000065989	P27815	3	Completed	DB05676	PDE4A
EFO_0003898	EFO_0003898	ENSG00000065989	P27815	3	Completed	DB05676	PDE4A
EFO_0003898	EFO_0003898	ENSG00000065989	P27815	2	Completed	DB05676	PDE4A
EFO_0003778	EFO_0003778	ENSG00000065989	P27815	2	Completed	DB05676	PDE4A
EFO_0003778	EFO_0003778	ENSG00000065989	P27815	3	Completed	DB05676	PDE4A
EFO_0003778	EFO_0003778	ENSG00000065989	P27815	3	Recruiting	DB05676	PDE4A
EFO_0003778	EFO_0003778	ENSG00000065989	P27815	4	Recruiting	DB05676	PDE4A
EFO_0000685	EFO_0000685	ENSG00000065989	P27815	2	Completed	DB00975	PDE4A
EFO_0000685	EFO_0000685	ENSG00000065989	P27815	2	Completed	DB00975	PDE4A
EFO_0003778	EFO_0003778	ENSG00000065989	P27815	4	Completed	DB05676	PDE4A
EFO_0003778	EFO_0003778	ENSG00000065989	P27815	4		DB05676	PDE4A
EFO_0003778	EFO_0003778	ENSG00000065989	P27815	3	Completed	DB05676	PDE4A
EFO_0003778	EFO_0003778	ENSG00000065989	P27815	3	Recruiting	DB05676	PDE4A
EFO_0003778	EFO_0003778	ENSG00000065989	P27815	4	Withdrawn	DB05676	PDE4A
EFO_0003778	EFO_0003778	ENSG00000065989	P27815	3	Completed	DB05676	PDE4A
EFO_0003778	EFO_0003778	ENSG00000065989	P27815	3	Recruiting	DB05676	PDE4A
EFO_0003778	EFO_0003778	ENSG00000065989	P27815	3	Completed	DB05676	PDE4A
EFO_0000685	EFO_0000685	ENSG00000065989	P27815	2	Completed	DB05676	PDE4A
EFO_0000685	EFO_0000685	ENSG00000065989	P27815	2	Completed	DB13029	PDE4A
EFO_0000685	EFO_0000685	ENSG00000068078	P22607	2	Completed	DB11526	FGFR3
EFO_0000685	EFO_0000685	ENSG00000068078	P22607	2	Completed	DB11526	FGFR3
EFO_0000685	EFO_0000685	ENSG00000073417	O60658	2	Completed	DB00975	PDE8A
EFO_0000685	EFO_0000685	ENSG00000073417	O60658	2	Completed	DB00975	PDE8A
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00328	PTGS2
EFO_0003898	EFO_0003898	ENSG00000073756	P35354	4		DB00328	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00788	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00814	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00586	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00482	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB01050	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB01050	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB01050	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00814	PTGS2
EFO_0003898	EFO_0003898	ENSG00000073756	P35354	4		DB00328	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00586	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4	Active, not recruiting	DB00795	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00328	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00482	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB01050	PTGS2
EFO_0003778	EFO_0003778	ENSG00000073756	P35354	4	Completed	DB00795	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB01050	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00814	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00788	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4	Completed	DB00316	PTGS2
EFO_0003898	EFO_0003898	ENSG00000073756	P35354	4		DB00482	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB01050	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00586	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB01050	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00814	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB01050	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4	Completed	DB00533	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	2	Completed	DB01628	PTGS2
EFO_0003898	EFO_0003898	ENSG00000073756	P35354	3	Completed	DB00328	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB01050	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00814	PTGS2
EFO_0003898	EFO_0003898	ENSG00000073756	P35354	4		DB00328	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB01050	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB01050	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB01050	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00482	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB01050	PTGS2
EFO_0003898	EFO_0003898	ENSG00000073756	P35354	4		DB00328	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB01050	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00814	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00814	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4	Unknown status	DB12233	PTGS2
EFO_0003898	EFO_0003898	ENSG00000073756	P35354	2	Completed	DB01250	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4	Completed	DB00316	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00814	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00482	PTGS2
EFO_0003898	EFO_0003898	ENSG00000073756	P35354	4		DB00328	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB01050	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4	Completed	DB12233	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB01050	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00586	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00482	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00788	PTGS2
EFO_0003898	EFO_0003898	ENSG00000073756	P35354	4		DB00328	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00788	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB01050	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB01050	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00749	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		CHEMBL1200804	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB01050	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00482	PTGS2
EFO_0003898	EFO_0003898	ENSG00000073756	P35354	4		DB00482	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00482	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00482	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4	Completed	DB00586	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB01050	PTGS2
EFO_0003898	EFO_0003898	ENSG00000073756	P35354	4		DB00328	PTGS2
EFO_0003898	EFO_0003898	ENSG00000073756	P35354	4		DB00328	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00788	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00788	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00482	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB01050	PTGS2
EFO_0003898	EFO_0003898	ENSG00000073756	P35354	4		DB00482	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB01050	PTGS2
EFO_0003898	EFO_0003898	ENSG00000073756	P35354	3	Completed	DB00788	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00795	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00788	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00814	PTGS2
EFO_0003898	EFO_0003898	ENSG00000073756	P35354	4		DB00328	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00814	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB01050	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	3	Completed	DB00814	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00788	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB01050	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00788	PTGS2
EFO_0003898	EFO_0003898	ENSG00000073756	P35354	4		DB00788	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB01050	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00788	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00788	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB01050	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB01050	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00482	PTGS2
EFO_0003898	EFO_0003898	ENSG00000073756	P35354	4		DB00328	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00814	PTGS2
EFO_0003898	EFO_0003898	ENSG00000073756	P35354	4		CHEMBL1200806	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4	Completed	DB00482	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		CHEMBL1200804	PTGS2
EFO_0003898	EFO_0003898	ENSG00000073756	P35354	4		DB00482	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00814	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00586	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00991	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4	Completed	DB00586	PTGS2
EFO_0003898	EFO_0003898	ENSG00000073756	P35354	4		DB00328	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB01050	PTGS2
EFO_0003898	EFO_0003898	ENSG00000073756	P35354	4		DB00328	PTGS2
EFO_0003898	EFO_0003898	ENSG00000073756	P35354	4		DB00328	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00328	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB01050	PTGS2
EFO_0003898	EFO_0003898	ENSG00000073756	P35354	4	Completed	DB01628	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB01050	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00788	PTGS2
EFO_0003898	EFO_0003898	ENSG00000073756	P35354	4		DB00328	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00788	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00814	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00788	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00328	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB01050	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00788	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00788	PTGS2
EFO_0003898	EFO_0003898	ENSG00000073756	P35354	4		DB00482	PTGS2
EFO_0003898	EFO_0003898	ENSG00000073756	P35354	4		DB00328	PTGS2
EFO_0003898	EFO_0003898	ENSG00000073756	P35354	4	Completed	DB00586	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00814	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00814	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB01050	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00788	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00482	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00788	PTGS2
EFO_0003898	EFO_0003898	ENSG00000073756	P35354	4		DB00328	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB01050	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	2	Completed	DB00586	PTGS2
EFO_0003898	EFO_0003898	ENSG00000073756	P35354	4		DB00482	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00605	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00586	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00482	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		CHEMBL1200806	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00788	PTGS2
EFO_0003898	EFO_0003898	ENSG00000073756	P35354	4		DB00328	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB01050	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00788	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00788	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB01050	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB01050	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB01009	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00482	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00814	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB01050	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB01050	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB01050	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00586	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00586	PTGS2
EFO_0003898	EFO_0003898	ENSG00000073756	P35354	4		DB00328	PTGS2
EFO_0003898	EFO_0003898	ENSG00000073756	P35354	4		DB00788	PTGS2
EFO_0003898	EFO_0003898	ENSG00000073756	P35354	4		DB00328	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00788	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB01050	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB01050	PTGS2
EFO_0003898	EFO_0003898	ENSG00000073756	P35354	4		DB00328	PTGS2
EFO_0003778	EFO_0003778	ENSG00000073756	P35354	4	Recruiting	DB00795	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00788	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB01050	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00586	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB01050	PTGS2
EFO_0003898	EFO_0003898	ENSG00000073756	P35354	4		DB00328	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	3	Completed	DB00795	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00586	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	3	Completed	DB00586	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00788	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00814	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00788	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00814	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	3	Terminated	DB00795	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00788	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4	Active, not recruiting	DB00795	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00788	PTGS2
EFO_0003898	EFO_0003898	ENSG00000073756	P35354	4		DB00328	PTGS2
EFO_0003898	EFO_0003898	ENSG00000073756	P35354	4		DB00482	PTGS2
EFO_0003898	EFO_0003898	ENSG00000073756	P35354	4		DB00328	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00814	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00586	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4	Unknown status	DB12233	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00482	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB01050	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4	Completed	DB01050	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00991	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4	Withdrawn	DB01628	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00586	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00788	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00788	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00814	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00788	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00814	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4	Completed	DB00788	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00814	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00482	PTGS2
EFO_0003898	EFO_0003898	ENSG00000073756	P35354	4		DB00482	PTGS2
EFO_0003898	EFO_0003898	ENSG00000073756	P35354	4		DB00328	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00788	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB01050	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		CHEMBL1200804	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00814	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB01050	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB01050	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4	Completed	DB01628	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	3	Completed	DB01628	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00573	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB06736	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	3	Completed	DB12233	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00482	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB01050	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB01050	PTGS2
EFO_0003898	EFO_0003898	ENSG00000073756	P35354	4		DB00328	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00788	PTGS2
EFO_0003898	EFO_0003898	ENSG00000073756	P35354	4		DB00328	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00586	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00814	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4	Completed	DB00795	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	2	Completed	DB00316	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4	Completed	DB00795	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB01050	PTGS2
EFO_0003898	EFO_0003898	ENSG00000073756	P35354	4	Completed	DB09212	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00788	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB01050	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00991	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	3	Completed	DB00795	PTGS2
EFO_0003898	EFO_0003898	ENSG00000073756	P35354	4		DB00328	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00814	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00788	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4		DB00814	PTGS2
EFO_0000685	EFO_0000685	ENSG00000073756	P35354	4	Not yet recruiting	DB00795	PTGS2
