NormalizedSubject	TaxID	Source
Salmonella enterica HS81528	28901	json
Salmonella enterica JLS95	28901	json
Salmonella enterica JLS96	28901	json
Salmonella enterica JLS98	28901	json
Salmonella enterica LMG07233	28901	json
Salmonella enterica PT60	28901	json
Salmonella enterica S1027072	28901	json
Salmonella enterica S1151	28901	json
Salmonella enterica S1347	28901	json
Salmonella enterica S1349	28901	json
Salmonella enterica S1685	28901	json
Salmonella enterica S1686	28901	json
Salmonella enterica S1687	28901	json
Salmonella enterica S1692	28901	json
Salmonella enterica S1693	28901	json
Salmonella enterica S1694	28901	json
Salmonella enterica S1695	28901	json
Salmonella enterica S1696	28901	json
Salmonella enterica S1697	28901	json
Salmonella enterica S1700	28901	json
Salmonella enterica S1705	28901	json
Salmonella enterica S1715	28901	json
Salmonella enterica S1725	28901	json
Salmonella enterica S1736	28901	json
Salmonella enterica S1791	28901	json
Salmonella enterica S1839	28901	json
Salmonella enterica SRR7293287	28901	json
Salmonella enterica SRR7293288	28901	json
Salmonella enterica SRR7293289	28901	json
Salmonella enterica SRR7293290	28901	json
Salmonella enterica SRR7293291	28901	json
Salmonella enterica SRR7293298	28901	json
Salmonella enterica serovar infantis 115-10	595	json
Salmonella enterica serovar infantis 125-15	595	json
Salmonella enteritidis NCTC4776	149539	json
Salmonella enteritidis NCTC6676	149539	json
Salmonella newington BV7004	28901	json
Salmonella sp.. Schwabach	149539	json
Salmonella typhimurium ATCC 13311	90371	json
Salmonella typhimurium BV4012	90371	json
Salmonella typhimurium NCTC74	90371	json
Salmonella typhimurium SL1344	216597	json
Sarcina ventriculi ATCC 29068	1267	json
Seohaeicola saemankumensis ac14	481181	json
Shigella dysenteriae ATCC 13313	622	json
Shigella flexneri NEP	623	json
Shigella sonnei 20112H061	624	json
Shigella sonnei H051240283	624	json
Shigella sonnei H082860255	624	json
Shigella sonnei H083320408	624	json
Shigella sonnei SY230719	624	json
Shigella sonnei WH7	624	json
Shigella sonnei WH88	624	json
Shigella sonnei XJ2012013	624	json
Shigella sonnei sh19sh020	624	json
Shigella sonnei sh19sh049	624	json
Shigella sonnei sn1016	624	json
Shigella sonnei sn1017	624	json
Sinorhizobium medicae JOE4941	110321	json
Sinorhizobium medicae JOE4943	110321	json
Sinorhizobium medicae JOE4956	110321	json
Sinorhizobium medicae JOE4969	110321	json
Sinorhizobium medicae JOE5069	110321	json
Sinorhizobium medicae JOE5202	110321	json
Sinorhizobium medicae JOE5264	110321	json
Sinorhizobium medicae JOE5266	110321	json
Sinorhizobium medicae JOE5268	110321	json
Sinorhizobium medicae JOE5270	110321	json
Sinorhizobium medicae JOE5290	110321	json
Sinorhizobium medicae JOE5291	110321	json
Sinorhizobium medicae JOE5292	110321	json
Sinorhizobium medicae WSM419	366394	json
Staphylococcus aureus A10102	553601	json
Staphylococcus aureus A8115	553573	json
Staphylococcus aureus A8819	553580	json
Staphylococcus aureus A9299	553581	json
Staphylococcus aureus ATCC 25923	1280	json
Staphylococcus aureus ATCC 29213	1280	json
Staphylococcus aureus ATCC 33591	1280	json
Staphylococcus aureus ATCC 43300	1280	json
Staphylococcus aureus ATCC 6538	1280	json
Staphylococcus aureus ATCC BAA-39	1280	json
Staphylococcus aureus BSN14R1	1280	json
Staphylococcus aureus BSN14R2	1280	json
Staphylococcus aureus BSN14RB	1280	json
Staphylococcus aureus BSN14S1	1280	json
Staphylococcus aureus CC398	1280	json
Staphylococcus aureus NCTC11939	1280	json
Staphylococcus aureus NCTC4163	1280	json
Staphylococcus aureus NCTC6571	1280	json
Staphylococcus aureus RN4220	561307	json
Staphylococcus aureus SA-1199B	1280	json
Staphylococcus aureus SA-K2378	1280	json
Staphylococcus aureus SA38	1280	json
Staphylococcus aureus ST22	1280	json
Staphylococcus aureus ST239	1242970	json
Staphylococcus aureus USA300	1280	json
Staphylococcus aureus USA300 -NAE	1280	json
Staphylococcus aureus WGS 032	1280	json
Staphylococcus aureus WGS 038	1280	json
Staphylococcus aureus t127 ST3248	1280	json
Staphylococcus aureus t1816 ST15	1280	json
Staphylococcus aureus t5132 ST508	1280	json
Staphylococcus aureus t827 ST508	1280	json
Staphylococcus aureus t8453 ST508	1280	json
Staphylococcus aureus t8860 ST45	1280	json
Staphylococcus aureus t928 ST250	1280	json
Staphylococcus aureus t939 ST45	1280	json
Staphylococcus aureus t963 ST15	1280	json
Staphylococcus carnosus TM300	396513	json
Staphylococcus epidermidis ATCC 12228	176280	json
Staphylococcus epidermidis ATCC 35984	176279	json
Staphylococcus epidermidis NCTC11047	1282	json
Staphylococcus epidermidis O47	1282	json
Staphylococcus epidermidis RP62A	176279	json
Staphylococcus xylosus ATCC 35924	1288	json
Streptococcus agalactiae ATCC 13813	888745	json
Streptococcus agalactiae NGBS0096	1311	json
Streptococcus agalactiae NGBS0162	1311	json
Streptococcus agalactiae NGBS0201	1311	json
Streptococcus agalactiae NGBS0209	1311	json
Streptococcus agalactiae NGBS0308	1311	json
Streptococcus agalactiae NGBS0347	1311	json
Streptococcus agalactiae NGBS0537	1311	json
Streptococcus agalactiae NGBS0543	1311	json
Streptococcus agalactiae NGBS0545	1311	json
Streptococcus agalactiae NGBS0691	1311	json
Streptococcus agalactiae NGBS0694	1311	json
Streptococcus agalactiae NGBS0713	1311	json
Streptococcus agalactiae NGBS0811	1311	json
Streptococcus agalactiae NGBS0878	1311	json
Streptococcus agalactiae NGBS0931	1311	json
Streptococcus agalactiae NGBS0938	1311	json
Streptococcus agalactiae NGBS0963	1311	json
Streptococcus agalactiae NGBS0990	1311	json
Streptococcus agalactiae NGBS1000	1311	json
Streptococcus agalactiae NGBS1007	1311	json
Streptococcus agalactiae NGBS1013	1311	json
Streptococcus agalactiae NGBS1314	1311	json
Streptococcus agalactiae NGBS1361	1311	json
Streptococcus agalactiae NGBS1454	1311	json
Streptococcus agalactiae NGBS1605	1311	json
Streptococcus anginosus ATCC 33397	1000570	json
Streptococcus pneumoniae ATCC 49619	1313	json
Streptococcus pneumoniae AUSMDU00065448	1313	json
Streptococcus pneumoniae AUSMDU00073358	1313	json
Streptococcus pneumoniae AUSMDU00073656	1313	json
Streptococcus pneumoniae AUSMDU00074730	1313	json
Streptococcus pneumoniae AUSMDU00074770	1313	json
Streptococcus pneumoniae Ci137	1313	json
Streptococcus pneumoniae D39	373153	json
Streptococcus pneumoniae SC10-0508-P	1313	json
Streptococcus pneumoniae SC10-1181-P	1313	json
Streptococcus pneumoniae SC10-1508-P	1313	json
Streptococcus pneumoniae SC10-2772-P	1313	json
Streptococcus pneumoniae SC11-2541-P	1313	json
Streptococcus pneumoniae SC11-3753-P	1313	json
Streptococcus pneumoniae SC12-1517-P	1313	json
Streptococcus pneumoniae SC12-1744-P	1313	json
Streptococcus pneumoniae SC12-2080-P	1313	json
Streptococcus pneumoniae SC12-3371-P	1313	json
Streptococcus pneumoniae SC13-0387-P	1313	json
Streptococcus pneumoniae SC13-0464-P	1313	json
Streptococcus pneumoniae SC13-2679-P	1313	json
Streptococcus pneumoniae SC13-3499-P	1313	json
Streptococcus pneumoniae SC13-3634-P	1313	json
Streptococcus pneumoniae SC13-4733-P	1313	json
Streptococcus pneumoniae SC14-0908-P	1313	json
Streptococcus pneumoniae SC14-1101-P	1313	json
Streptococcus pneumoniae SC14-3489-P	1313	json
Streptococcus pneumoniae SC15-0288-P	1313	json
Streptococcus pneumoniae SC15-1450-P	1313	json
Streptococcus pneumoniae SC15-2302-P	1313	json
Streptococcus pneumoniae SC15-2565-P	1313	json
Streptococcus pneumoniae SC15-3323-P	1313	json
Streptococcus pneumoniae SP030	1313	json
Streptococcus pneumoniae TIGR4	170187	json
Streptococcus pyogenes ATCC 19615	1314	json
Streptococcus suis HN105	1307	json
Streptococcus suis NSUI001	1307	json
Streptococcus suis NSUI006	1307	json
Streptococcus suis NSUI012	1307	json
Streptococcus suis NSUI033	1307	json
Streptococcus suis NSUI034	1307	json
Trichosporon asahii OK01	1186058	json
Vibrio alginolyticus ATCC 33787	663	json
Vibrio cholerae nonO1	666	json
Vibrio parahaemolyticus VP01	670	json
Weissella cibaria LVT1	137591	json
Weissella cibaria VR81	137591	json
Yersinia enterocolitica NCTC11176	630	json
